Date,Open,High,Low,Close,Volume
2025-08-08 12:10:00+00:00,38.132,38.173,38.132,38.14,0
2025-08-08 12:11:00+00:00,38.141,38.1815,38.121,38.1815,0
2025-08-08 12:12:00+00:00,38.148,38.168,38.148,38.168,0
2025-08-08 12:13:00+00:00,38.166,38.179,38.142,38.165,0
2025-08-08 12:14:00+00:00,38.1635,38.1715,38.1635,38.1685,0
2025-08-08 12:15:00+00:00,38.168,38.1725,38.1675,38.1705,0
2025-08-08 12:16:00+00:00,38.1685,38.17,38.1605,38.1605,0
2025-08-08 12:17:00+00:00,38.165,38.1735,38.165,38.1735,0
2025-08-08 12:18:00+00:00,38.173,38.173,38.141,38.172,0
2025-08-08 12:19:00+00:00,38.141,38.173,38.141,38.1675,0
2025-08-08 12:20:00+00:00,38.1645,38.168,38.1645,38.1675,0
2025-08-08 12:21:00+00:00,38.1645,38.1655,38.1625,38.164,0
2025-08-08 12:22:00+00:00,38.165,38.167,38.1595,38.167,0
2025-08-08 12:23:00+00:00,38.162,38.185,38.1595,38.172,0
2025-08-08 12:24:00+00:00,38.168,38.1765,38.1665,38.1685,0
2025-08-08 12:25:00+00:00,38.1675,38.1675,38.1605,38.165,0
2025-08-08 12:26:00+00:00,38.1765,38.1765,38.1765,38.1765,0
2025-08-08 12:27:00+00:00,38.1795,38.1795,38.1795,38.1795,0
2025-08-08 12:29:00+00:00,38.1825,38.1855,38.16,38.16,0
2025-08-08 12:30:00+00:00,38.1675,38.19,38.1645,38.168,0
2025-08-08 12:31:00+00:00,38.1695,38.172,38.166,38.172,0
2025-08-08 12:32:00+00:00,38.173,38.179,38.152,38.174,0
2025-08-08 12:33:00+00:00,38.172,38.177,38.172,38.177,0
2025-08-08 12:34:00+00:00,38.1765,38.1765,38.15,38.172,0
2025-08-08 12:35:00+00:00,38.1715,38.196,38.1715,38.196,0
2025-08-08 12:37:00+00:00,38.196,38.2105,38.196,38.2105,0
2025-08-08 12:38:00+00:00,38.2115,38.2115,38.166,38.1705,0
2025-08-08 12:39:00+00:00,38.179,38.211,38.167,38.199,0
2025-08-08 12:40:00+00:00,38.192,38.2065,38.177,38.197,0
