Date,Open,High,Low,Close,Volume
1980-01-02 00:00:00+00:00,493.5,493.5,493.5,493.5,0
1980-01-03 00:00:00+00:00,485.7,485.7,485.7,485.7,0
1980-01-04 00:00:00+00:00,491.8,491.8,491.8,491.8,0
1980-01-07 00:00:00+00:00,492.5,492.5,492.5,492.5,0
1980-01-08 00:00:00+00:00,494.1,494.1,494.1,494.1,0
1980-01-09 00:00:00+00:00,498.0,498.0,498.0,498.0,0
1980-01-10 00:00:00+00:00,497.2,497.2,497.2,497.2,0
1980-01-11 00:00:00+00:00,495.9,495.9,495.9,495.9,0
1980-01-14 00:00:00+00:00,493.0,493.0,493.0,493.0,0
1980-01-15 00:00:00+00:00,492.6,492.6,492.6,492.6,0
1980-01-16 00:00:00+00:00,491.4,491.4,491.4,491.4,0
1980-01-17 00:00:00+00:00,489.6,489.6,489.6,489.6,0
1980-01-18 00:00:00+00:00,484.2,484.2,484.2,484.2,0
1980-01-21 00:00:00+00:00,483.1,483.1,483.1,483.1,0
1980-01-22 00:00:00+00:00,488.7,488.7,488.7,488.7,0
1980-01-23 00:00:00+00:00,490.8,490.8,490.8,490.8,0
1980-01-24 00:00:00+00:00,496.5,496.5,496.5,496.5,0
1980-01-25 00:00:00+00:00,494.3,494.3,494.3,494.3,0
1980-01-28 00:00:00+00:00,492.6,492.6,492.6,492.6,0
1980-01-29 00:00:00+00:00,494.5,494.5,494.5,494.5,0
1980-01-30 00:00:00+00:00,497.1,497.1,497.1,497.1,0
1980-01-31 00:00:00+00:00,504.0,504.0,504.0,504.0,0
1980-02-01 00:00:00+00:00,509.1,509.1,509.1,509.1,0
1980-02-04 00:00:00+00:00,513.5,513.5,513.5,513.5,0
1980-02-05 00:00:00+00:00,513.4,513.4,513.4,513.4,0
1980-02-06 00:00:00+00:00,509.6,509.6,509.6,509.6,0
1980-02-07 00:00:00+00:00,515.3,515.3,515.3,515.3,0
1980-02-08 00:00:00+00:00,517.8,517.8,517.8,517.8,0
1980-02-11 00:00:00+00:00,516.3,516.3,516.3,516.3,0
1980-02-12 00:00:00+00:00,510.3,510.3,510.3,510.3,0
1980-02-13 00:00:00+00:00,521.3,521.3,521.3,521.3,0
1980-02-14 00:00:00+00:00,525.8,525.8,525.8,525.8,0
1980-02-15 00:00:00+00:00,523.9,523.9,523.9,523.9,0
1980-02-18 00:00:00+00:00,520.1,520.1,520.1,520.1,0
1980-02-19 00:00:00+00:00,525.3,525.3,525.3,525.3,0
1980-02-20 00:00:00+00:00,523.8,523.8,523.8,523.8,0
1980-02-21 00:00:00+00:00,528.9,528.9,528.9,528.9,0
1980-02-22 00:00:00+00:00,531.9,531.9,531.9,531.9,0
1980-02-25 00:00:00+00:00,535.2,535.2,535.2,535.2,0
1980-02-26 00:00:00+00:00,528.8,528.8,528.8,528.8,0
1980-02-27 00:00:00+00:00,528.7,528.7,528.7,528.7,0
1980-02-28 00:00:00+00:00,520.3,520.3,520.3,520.3,0
1980-02-29 00:00:00+00:00,521.5,521.5,521.5,521.5,0
1980-03-03 00:00:00+00:00,518.7,518.7,518.7,518.7,0
1980-03-04 00:00:00+00:00,513.3,513.3,513.3,513.3,0
1980-03-05 00:00:00+00:00,516.3,516.3,516.3,516.3,0
1980-03-06 00:00:00+00:00,511.3,511.3,511.3,511.3,0
1980-03-07 00:00:00+00:00,503.6,503.6,503.6,503.6,0
1980-03-10 00:00:00+00:00,503.4,503.4,503.4,503.4,0
1980-03-11 00:00:00+00:00,500.2,500.2,500.2,500.2,0
1980-03-12 00:00:00+00:00,504.7,504.7,504.7,504.7,0
1980-03-13 00:00:00+00:00,505.2,505.2,505.2,505.2,0
1980-03-14 00:00:00+00:00,504.4,504.4,504.4,504.4,0
1980-03-17 00:00:00+00:00,499.3,499.3,499.3,499.3,0
1980-03-18 00:00:00+00:00,488.7,488.7,488.7,488.7,0
1980-03-19 00:00:00+00:00,491.0,491.0,491.0,491.0,0
1980-03-20 00:00:00+00:00,492.2,492.2,492.2,492.2,0
1980-03-21 00:00:00+00:00,487.6,487.6,487.6,487.6,0
1980-03-24 00:00:00+00:00,485.8,485.8,485.8,485.8,0
1980-03-25 00:00:00+00:00,479.3,479.3,479.3,479.3,0
1980-03-26 00:00:00+00:00,481.0,481.0,481.0,481.0,0
1980-03-27 00:00:00+00:00,476.6,476.6,476.6,476.6,0
1980-03-28 00:00:00+00:00,473.9,473.9,473.9,473.9,0
1980-03-31 00:00:00+00:00,475.2,475.2,475.2,475.2,0
1980-04-01 00:00:00+00:00,478.1,478.1,478.1,478.1,0
1980-04-02 00:00:00+00:00,482.4,482.4,482.4,482.4,0
1980-04-03 00:00:00+00:00,484.3,484.3,484.3,484.3,0
1980-04-08 00:00:00+00:00,482.7,482.7,482.7,482.7,0
1980-04-09 00:00:00+00:00,480.3,480.3,480.3,480.3,0
1980-04-10 00:00:00+00:00,485.2,485.2,485.2,485.2,0
1980-04-11 00:00:00+00:00,488.6,488.6,488.6,488.6,0
1980-04-14 00:00:00+00:00,487.5,487.5,487.5,487.5,0
1980-04-15 00:00:00+00:00,485.2,485.2,485.2,485.2,0
1980-04-16 00:00:00+00:00,489.9,489.9,489.9,489.9,0
1980-04-17 00:00:00+00:00,499.1,499.1,499.1,499.1,0
1980-04-18 00:00:00+00:00,498.8,498.8,498.8,498.8,0
1980-04-21 00:00:00+00:00,501.8,501.8,501.8,501.8,0
1980-04-22 00:00:00+00:00,497.6,497.6,497.6,497.6,0
1980-04-23 00:00:00+00:00,500.6,500.6,500.6,500.6,0
1980-04-24 00:00:00+00:00,501.4,501.4,501.4,501.4,0
1980-04-25 00:00:00+00:00,497.0,497.0,497.0,497.0,0
1980-04-28 00:00:00+00:00,498.8,498.8,498.8,498.8,0
1980-04-29 00:00:00+00:00,495.6,495.6,495.6,495.6,0
1980-04-30 00:00:00+00:00,496.1,496.1,496.1,496.1,0
1980-05-02 00:00:00+00:00,492.2,492.2,492.2,492.2,0
1980-05-05 00:00:00+00:00,489.2,489.2,489.2,489.2,0
1980-05-06 00:00:00+00:00,491.8,491.8,491.8,491.8,0
1980-05-07 00:00:00+00:00,492.9,492.9,492.9,492.9,0
1980-05-08 00:00:00+00:00,497.8,497.8,497.8,497.8,0
1980-05-09 00:00:00+00:00,502.2,502.2,502.2,502.2,0
1980-05-12 00:00:00+00:00,503.2,503.2,503.2,503.2,0
1980-05-13 00:00:00+00:00,503.4,503.4,503.4,503.4,0
1980-05-14 00:00:00+00:00,501.4,501.4,501.4,501.4,0
1980-05-16 00:00:00+00:00,502.6,502.6,502.6,502.6,0
1980-05-19 00:00:00+00:00,502.2,502.2,502.2,502.2,0
1980-05-20 00:00:00+00:00,499.5,499.5,499.5,499.5,0
1980-05-21 00:00:00+00:00,497.0,497.0,497.0,497.0,0
1980-05-22 00:00:00+00:00,499.2,499.2,499.2,499.2,0
1980-05-23 00:00:00+00:00,497.6,497.6,497.6,497.6,0
1980-05-27 00:00:00+00:00,498.8,498.8,498.8,498.8,0
1980-05-28 00:00:00+00:00,503.5,503.5,503.5,503.5,0
1980-05-29 00:00:00+00:00,504.6,504.6,504.6,504.6,0
1980-05-30 00:00:00+00:00,501.5,501.5,501.5,501.5,0
1980-06-02 00:00:00+00:00,497.8,497.8,497.8,497.8,0
1980-06-03 00:00:00+00:00,496.5,496.5,496.5,496.5,0
1980-06-04 00:00:00+00:00,499.3,499.3,499.3,499.3,0
1980-06-06 00:00:00+00:00,500.5,500.5,500.5,500.5,0
1980-06-09 00:00:00+00:00,502.0,502.0,502.0,502.0,0
1980-06-10 00:00:00+00:00,499.7,499.7,499.7,499.7,0
1980-06-11 00:00:00+00:00,500.0,500.0,500.0,500.0,0
1980-06-12 00:00:00+00:00,503.4,503.4,503.4,503.4,0
1980-06-13 00:00:00+00:00,510.4,510.4,510.4,510.4,0
1980-06-16 00:00:00+00:00,515.2,515.2,515.2,515.2,0
1980-06-18 00:00:00+00:00,511.8,511.8,511.8,511.8,0
1980-06-19 00:00:00+00:00,516.3,516.3,516.3,516.3,0
1980-06-20 00:00:00+00:00,515.8,515.8,515.8,515.8,0
1980-06-23 00:00:00+00:00,521.5,521.5,521.5,521.5,0
1980-06-24 00:00:00+00:00,524.4,524.4,524.4,524.4,0
1980-06-25 00:00:00+00:00,521.6,521.6,521.6,521.6,0
1980-06-26 00:00:00+00:00,518.0,518.0,518.0,518.0,0
1980-06-27 00:00:00+00:00,516.5,516.5,516.5,516.5,0
1980-06-30 00:00:00+00:00,515.5,515.5,515.5,515.5,0
1980-07-01 00:00:00+00:00,521.4,521.4,521.4,521.4,0
1980-07-02 00:00:00+00:00,527.3,527.3,527.3,527.3,0
1980-07-03 00:00:00+00:00,530.2,530.2,530.2,530.2,0
1980-07-04 00:00:00+00:00,529.7,529.7,529.7,529.7,0
1980-07-07 00:00:00+00:00,527.5,527.5,527.5,527.5,0
1980-07-08 00:00:00+00:00,525.4,525.4,525.4,525.4,0
1980-07-09 00:00:00+00:00,518.7,518.7,518.7,518.7,0
1980-07-10 00:00:00+00:00,520.3,520.3,520.3,520.3,0
1980-07-11 00:00:00+00:00,516.7,516.7,516.7,516.7,0
1980-07-14 00:00:00+00:00,513.2,513.2,513.2,513.2,0
1980-07-15 00:00:00+00:00,517.5,517.5,517.5,517.5,0
1980-07-16 00:00:00+00:00,523.5,523.5,523.5,523.5,0
1980-07-17 00:00:00+00:00,529.1,529.1,529.1,529.1,0
1980-07-18 00:00:00+00:00,528.5,528.5,528.5,528.5,0
1980-07-21 00:00:00+00:00,528.2,528.2,528.2,528.2,0
1980-07-22 00:00:00+00:00,530.3,530.3,530.3,530.3,0
1980-07-23 00:00:00+00:00,527.7,527.7,527.7,527.7,0
1980-07-24 00:00:00+00:00,528.5,528.5,528.5,528.5,0
1980-07-25 00:00:00+00:00,524.5,524.5,524.5,524.5,0
1980-07-28 00:00:00+00:00,524.6,524.6,524.6,524.6,0
1980-07-29 00:00:00+00:00,519.7,519.7,519.7,519.7,0
1980-07-30 00:00:00+00:00,523.6,523.6,523.6,523.6,0
1980-07-31 00:00:00+00:00,524.7,524.7,524.7,524.7,0
1980-08-01 00:00:00+00:00,525.2,525.2,525.2,525.2,0
1980-08-04 00:00:00+00:00,524.6,524.6,524.6,524.6,0
1980-08-05 00:00:00+00:00,525.8,525.8,525.8,525.8,0
1980-08-06 00:00:00+00:00,524.3,524.3,524.3,524.3,0
1980-08-07 00:00:00+00:00,527.2,527.2,527.2,527.2,0
1980-08-08 00:00:00+00:00,530.4,530.4,530.4,530.4,0
1980-08-11 00:00:00+00:00,531.6,531.6,531.6,531.6,0
1980-08-12 00:00:00+00:00,529.7,529.7,529.7,529.7,0
1980-08-13 00:00:00+00:00,527.2,527.2,527.2,527.2,0
1980-08-14 00:00:00+00:00,524.9,524.9,524.9,524.9,0
1980-08-15 00:00:00+00:00,524.8,524.8,524.8,524.8,0
1980-08-18 00:00:00+00:00,521.8,521.8,521.8,521.8,0
1980-08-19 00:00:00+00:00,519.2,519.2,519.2,519.2,0
1980-08-20 00:00:00+00:00,517.7,517.7,517.7,517.7,0
1980-08-21 00:00:00+00:00,522.5,522.5,522.5,522.5,0
1980-08-22 00:00:00+00:00,520.5,520.5,520.5,520.5,0
1980-08-25 00:00:00+00:00,515.6,515.6,515.6,515.6,0
1980-08-26 00:00:00+00:00,517.6,517.6,517.6,517.6,0
1980-08-27 00:00:00+00:00,518.5,518.5,518.5,518.5,0
1980-08-28 00:00:00+00:00,515.2,515.2,515.2,515.2,0
1980-08-29 00:00:00+00:00,511.5,511.5,511.5,511.5,0
1980-09-01 00:00:00+00:00,511.7,511.7,511.7,511.7,0
1980-09-02 00:00:00+00:00,511.3,511.3,511.3,511.3,0
1980-09-03 00:00:00+00:00,513.3,513.3,513.3,513.3,0
1980-09-04 00:00:00+00:00,519.7,519.7,519.7,519.7,0
1980-09-05 00:00:00+00:00,519.5,519.5,519.5,519.5,0
1980-09-08 00:00:00+00:00,515.6,515.6,515.6,515.6,0
1980-09-09 00:00:00+00:00,512.0,512.0,512.0,512.0,0
1980-09-10 00:00:00+00:00,509.4,509.4,509.4,509.4,0
1980-09-11 00:00:00+00:00,506.8,506.8,506.8,506.8,0
1980-09-12 00:00:00+00:00,508.5,508.5,508.5,508.5,0
1980-09-15 00:00:00+00:00,505.7,505.7,505.7,505.7,0
1980-09-16 00:00:00+00:00,507.6,507.6,507.6,507.6,0
1980-09-17 00:00:00+00:00,510.8,510.8,510.8,510.8,0
1980-09-18 00:00:00+00:00,512.7,512.7,512.7,512.7,0
1980-09-19 00:00:00+00:00,519.8,519.8,519.8,519.8,0
1980-09-22 00:00:00+00:00,517.3,517.3,517.3,517.3,0
1980-09-23 00:00:00+00:00,514.9,514.9,514.9,514.9,0
1980-09-24 00:00:00+00:00,514.7,514.7,514.7,514.7,0
1980-09-25 00:00:00+00:00,514.4,514.4,514.4,514.4,0
1980-09-26 00:00:00+00:00,511.4,511.4,511.4,511.4,0
1980-09-29 00:00:00+00:00,509.4,509.4,509.4,509.4,0
1980-09-30 00:00:00+00:00,508.8,508.8,508.8,508.8,0
1980-10-01 00:00:00+00:00,512.6,512.6,512.6,512.6,0
1980-10-02 00:00:00+00:00,513.9,513.9,513.9,513.9,0
1980-10-03 00:00:00+00:00,514.5,514.5,514.5,514.5,0
1980-10-06 00:00:00+00:00,520.7,520.7,520.7,520.7,0
1980-10-07 00:00:00+00:00,522.9,522.9,522.9,522.9,0
1980-10-08 00:00:00+00:00,518.8,518.8,518.8,518.8,0
1980-10-09 00:00:00+00:00,520.0,520.0,520.0,520.0,0
1980-10-10 00:00:00+00:00,521.6,521.6,521.6,521.6,0
1980-10-13 00:00:00+00:00,522.8,522.8,522.8,522.8,0
1980-10-14 00:00:00+00:00,521.5,521.5,521.5,521.5,0
1980-10-15 00:00:00+00:00,519.3,519.3,519.3,519.3,0
1980-10-16 00:00:00+00:00,520.9,520.9,520.9,520.9,0
1980-10-17 00:00:00+00:00,516.0,516.0,516.0,516.0,0
1980-10-20 00:00:00+00:00,510.2,510.2,510.2,510.2,0
1980-10-21 00:00:00+00:00,512.1,512.1,512.1,512.1,0
1980-10-22 00:00:00+00:00,507.7,507.7,507.7,507.7,0
1980-10-23 00:00:00+00:00,502.8,502.8,502.8,502.8,0
1980-10-24 00:00:00+00:00,500.4,500.4,500.4,500.4,0
1980-10-27 00:00:00+00:00,501.1,501.1,501.1,501.1,0
1980-10-28 00:00:00+00:00,497.2,497.2,497.2,497.2,0
1980-10-29 00:00:00+00:00,495.7,495.7,495.7,495.7,0
1980-10-30 00:00:00+00:00,494.3,494.3,494.3,494.3,0
1980-10-31 00:00:00+00:00,489.8,489.8,489.8,489.8,0
1980-11-03 00:00:00+00:00,495.1,495.1,495.1,495.1,0
1980-11-04 00:00:00+00:00,496.7,496.7,496.7,496.7,0
1980-11-05 00:00:00+00:00,494.5,494.5,494.5,494.5,0
1980-11-06 00:00:00+00:00,484.0,484.0,484.0,484.0,0
1980-11-07 00:00:00+00:00,476.3,476.3,476.3,476.3,0
1980-11-10 00:00:00+00:00,475.8,475.8,475.8,475.8,0
1980-11-11 00:00:00+00:00,488.4,488.4,488.4,488.4,0
