Date,Open,High,Low,Close,Volume
2025-08-05 19:30:00+00:00,3586.66000000,3590.91000000,3584.83000000,3590.32000000,362.95890000
2025-08-05 19:35:00+00:00,3590.32000000,3590.59000000,3585.89000000,3585.91000000,346.54730000
2025-08-05 19:40:00+00:00,3585.91000000,3586.46000000,3582.00000000,3582.87000000,793.50310000
2025-08-05 19:45:00+00:00,3582.87000000,3583.04000000,3575.65000000,3577.85000000,1611.18310000
2025-08-05 19:50:00+00:00,3577.85000000,3577.88000000,3570.00000000,3577.88000000,1050.30270000
2025-08-05 19:55:00+00:00,3577.88000000,3578.30000000,3574.84000000,3575.62000000,750.13190000
2025-08-05 20:00:00+00:00,3575.61000000,3575.61000000,3546.00000000,3548.21000000,6020.87160000
2025-08-05 20:05:00+00:00,3548.21000000,3563.46000000,3546.72000000,3560.27000000,3140.86180000
2025-08-05 20:10:00+00:00,3560.27000000,3579.71000000,3559.81000000,3577.84000000,1106.96680000
2025-08-05 20:15:00+00:00,3577.85000000,3586.10000000,3577.70000000,3583.70000000,956.57990000
2025-08-05 20:20:00+00:00,3583.70000000,3590.32000000,3583.67000000,3589.25000000,663.44130000
2025-08-05 20:25:00+00:00,3589.25000000,3590.04000000,3582.03000000,3585.89000000,631.34290000
2025-08-05 20:30:00+00:00,3585.89000000,3589.43000000,3584.38000000,3588.35000000,418.64590000
2025-08-05 20:35:00+00:00,3588.36000000,3593.29000000,3587.71000000,3593.18000000,534.29180000
2025-08-05 20:40:00+00:00,3593.18000000,3594.36000000,3589.12000000,3594.36000000,454.84330000
2025-08-05 20:45:00+00:00,3594.35000000,3596.36000000,3591.37000000,3594.44000000,588.34300000
2025-08-05 20:50:00+00:00,3594.44000000,3596.94000000,3594.03000000,3596.16000000,373.51830000
2025-08-05 20:55:00+00:00,3596.15000000,3598.96000000,3595.76000000,3597.01000000,698.90420000
2025-08-05 21:00:00+00:00,3597.02000000,3606.59000000,3593.82000000,3606.58000000,1658.76530000
2025-08-05 21:05:00+00:00,3606.58000000,3608.71000000,3603.13000000,3605.46000000,914.94130000
2025-08-05 21:10:00+00:00,3605.47000000,3610.98000000,3605.47000000,3610.38000000,867.94500000
2025-08-05 21:15:00+00:00,3610.26000000,3615.80000000,3607.62000000,3613.00000000,1410.71370000
2025-08-05 21:20:00+00:00,3613.00000000,3619.58000000,3611.01000000,3617.50000000,1153.59780000
2025-08-05 21:25:00+00:00,3617.49000000,3619.04000000,3611.81000000,3614.47000000,772.97840000
2025-08-05 21:30:00+00:00,3614.47000000,3619.04000000,3611.28000000,3613.81000000,1924.05120000
2025-08-05 21:35:00+00:00,3613.82000000,3617.99000000,3613.66000000,3616.65000000,1069.07760000
2025-08-05 21:40:00+00:00,3616.66000000,3624.56000000,3616.10000000,3619.03000000,1331.26560000
2025-08-05 21:45:00+00:00,3619.03000000,3620.45000000,3615.44000000,3616.12000000,403.83260000
2025-08-05 21:50:00+00:00,3616.11000000,3616.67000000,3611.50000000,3611.50000000,548.42550000
2025-08-05 21:55:00+00:00,3611.50000000,3613.42000000,3608.52000000,3612.00000000,489.06100000
2025-08-05 22:00:00+00:00,3612.01000000,3613.43000000,3606.97000000,3612.31000000,822.61810000
2025-08-05 22:05:00+00:00,3612.31000000,3614.00000000,3605.00000000,3608.49000000,649.12120000
2025-08-05 22:10:00+00:00,3608.50000000,3610.00000000,3597.57000000,3602.74000000,1640.87990000
